Id,SalePrice
1461,125377.25503234685
1462,156741.69669227433
1463,173539.60788108705
1464,179334.04377508326
1465,190865.752501562
1466,181433.210325673
1467,170901.38148473634
1468,173749.7506116195
1469,189718.98366240034
1470,125191.10738704771
1471,207265.85704029322
1472,92319.18408262746
1473,98448.61556324683
1474,152112.3249164406
1475,145302.04982506824
1476,353267.1726990324
1477,245542.42714605594
1478,292337.8228386577
1479,248076.85111653406
1480,456552.8362895315
1481,331740.0963595099
1482,202780.99493556208
1483,179410.0803279238
1484,169569.89228499506
1485,177287.57744332467
1486,201960.58377452203
1487,325237.24482282874
1488,239093.40857015896
1489,198605.57626178875
1490,191173.29210703127
1491,187822.11009574396
1492,96032.05520011442
1493,179853.78120950985
1494,286596.2196157716
1495,290620.1841960147
1496,228045.99790742912
1497,195508.65600581284
1498,155004.1553532612
1499,155912.91848555428
1500,149525.4310932963
1501,169291.05007388754
1502,160320.3377596456
1503,292918.0514246675
1504,224851.45405856153
1505,227255.795066151
1506,179434.53140435572
1507,210671.41474460947
1508,192303.85801723436
1509,164194.27126029978
1510,154544.72016864005
1511,150517.387050176
1512,161956.14884244857
1513,153212.45616049715
1514,157076.89104610335
1515,171333.50421408776
1516,150965.56076977184
1517,150343.39043979853
1518,135479.38279168695
1519,228244.63814882905
1520,139680.02491179522
1521,143597.750996025
1522,161016.73075009
1523,123781.92620760013
1524,124136.729231237
1525,123901.40958740357
1526,126195.25218691175
1527,101587.15873229416
1528,127738.80149877828
1529,143695.75618162935
1530,166419.6117553859
1531,123659.42664217095
1532,111684.71788218802
1533,143255.64197625275
1534,121521.94753080426
1535,148980.87041797102
1536,121367.51881316476
1537,73155.09817502802
1538,147875.9188730799
1539,176723.5699008497
1540,103778.09950732229
1541,144982.22437618952
1542,142850.63224053374
1543,218149.21418059847
1544,82025.18948864026
1545,109407.273455257
1546,119625.06743229598
1547,133130.53829973232
1548,128244.01177505088
1549,108059.7166325626
1550,140969.7534331729
1551,123217.05247395951
1552,137093.91549350845
1553,140894.6106215271
1554,108260.0032288473
1555,170472.8548346379
1556,84694.70160857965
1557,127703.7359057221
1558,84540.77295870008
1559,110652.24876125153
1560,139039.0213821035
1561,130503.45234204194
1562,127175.26058927824
1563,123985.3147400258
1564,162288.56063478402
1565,150069.6612817121
1566,202806.64919050146
1567,79591.90364463322
1568,217626.41189332493
