Id,SalePrice
1461,123776.95681903229
1462,157711.39292916277
1463,188266.27363977878
1464,192867.3884937138
1465,184100.76472386438
1466,177599.52675365994
1467,174874.39571444516
1468,169326.09748014883
1469,180189.01960377482
1470,123690.90864172945
1471,200889.90624760193
1472,92398.14993606912
1473,98061.24464940095
1474,149779.8741203497
1475,117344.0327730456
1476,360088.93462647055
1477,251209.758685707
1478,281345.37105907267
1479,267705.8586071895
1480,480327.9641402228
1481,323824.0083042072
1482,204378.71872826002
1483,176379.4636491666
1484,164391.08999844015
1485,176602.77981910808
1486,195753.8071457047
1487,319903.0713587485
1488,236376.92290356348
1489,199778.55996237468
1490,224984.30318545218
1491,189600.78773420514
1492,91167.49310967166
1493,176904.78061117884
1494,291129.7145472114
1495,280886.4340691593
1496,234432.47583631426
1497,182756.5789228101
1498,161963.21507909184
1499,159291.38656457613
1500,155397.9603618656
1501,173839.89437951744
1502,147178.95623289148
1503,298012.33193147025
1504,239634.64621050205
1505,223867.2866134965
1506,191551.83194887228
1507,245111.11643883248
1508,200958.92118723982
1509,161119.071934863
1510,147522.42520264606
1511,143700.79891966807
1512,175150.52001934632
1513,141041.31499197904
1514,157093.19871867623
1515,191971.41459398565
1516,151769.13991671434
1517,155669.72132152645
1518,131411.20750470186
1519,223867.18388672447
1520,138444.80969322554
1521,136053.73976224393
1522,166040.68916383176
1523,114870.40362211785
1524,124457.85590025914
1525,121627.95887701206
1526,121167.82589823028
1527,102281.44683027253
1528,131811.39981996443
1529,145024.1675369594
1530,168221.97796791198
1531,113011.7451466195
1532,104657.3487813792
1533,146158.32740903273
1534,118277.31582846699
1535,152862.77934139315
1536,111995.51928249956
1537,67854.73884546672
1538,157838.48021979706
1539,190638.5428980945
1540,102163.70797433259
1541,140214.54738235756
1542,139594.74047041277
1543,213399.5072841564
1544,84436.36991153307
1545,107383.42529090201
1546,131600.5037066927
1547,140200.97623944608
1548,131686.7358459434
1549,107919.72598107776
1550,139188.04215100897
1551,116385.09788921007
1552,128420.80014069992
1553,143777.37913745688
1554,110613.25763311442
1555,173046.39804800245
1556,91846.65166459905
1557,109579.72587717323
1558,85698.96803453192
1559,92811.16662272024
1560,143856.4937003582
1561,138089.48053560167
1562,129622.79756512679
1563,119629.0968378832
1564,156156.1968480916
1565,144318.49126492548
1566,230496.524349163
1567,70623.88582770596
1568,221543.11220278539
1569,143781.98175596775
1570,138037.30840092522
1571,120530.22571922305
1572,147446.45137339062
1573,238092.45932928618
1574,114767.87942244599
1575,211433.25510587805
1576,231846.01296388084
1577,191066.71531048056
1578,140342.40389901088
1579,149241.3162681966
1580,196547.6141922882
1581,147664.86499421182
1582,129979.681651014
1583,336944.38036528125
1584,229833.90451273386
1585,141728.24808957335
1586,71718.37347481941
1587,95675.7930319486
1588,144771.2948177751
1589,96298.35707179739
1590,132180.68901709357
1591,97472.50438530202
1592,122391.31912895104
1593,123764.97585052613
1594,134773.67682576412
1595,115651.01113089603
1596,234398.64136924176
1597,181091.76740550552
1598,199277.7040646756
1599,172391.89722870785
1600,170499.32155603214
1601,68862.62235769237
1602,113312.44505018966
1603,84336.60074823888
1604,274195.20978927764
1605,243253.119559419
1606,168956.90949505102
1607,166392.91935972642
1608,216097.2860507737
1609,185035.12992253696
1610,158907.74868531822
1611,139432.29115797824
1612,173675.7370933158
1613,171310.1985153825
1614,128375.09486291933
1615,87180.17838988717
1616,75411.65480573152
1617,90258.84084676337
1618,125311.48336221772
1619,138506.1995883318
1620,169066.1350924248
1621,136018.775749203
1622,143878.30669944876
1623,265235.3115182795
1624,215026.27730073273
1625,119460.12131111488
1626,162697.90662766114
1627,189508.0342830491
1628,265904.30690136924
1629,176598.30676145572
1630,355835.4966216491
1631,210428.43695246722
1632,237644.1526064728
1633,167889.30998853777
1634,188248.53358598688
1635,177407.84118315805
1636,157148.12777069112
1637,191645.74099920155
1638,194475.29455814965
1639,181280.11061473592
1640,255719.5598453867
1641,175320.3767776353
1642,226344.90445537676
1643,220137.50388782885
1644,228497.38002311956
1645,198561.08387722497
1646,157357.4178598192
1647,155941.7380335981
1648,133343.9663499964
1649,142139.21316823852
1650,119062.22968237833
1651,121172.68618162222
1652,95678.95768677715
1653,98037.73530634119
1654,149352.36483112467
1655,148753.90439826375
1656,145300.35286427458
1657,150312.93858375307
1658,148462.0457976815
1659,127487.17485351577
1660,152635.7608184723
1661,455269.8883784667
1662,403404.4898107768
1663,394652.47064388084
1664,457704.2604975947
1665,308353.9532993352
1666,316626.3954879446
1667,376310.951880302
1668,339948.2259639652
1669,290617.35718394053
1670,350505.13782879553
1671,271892.5265051525
1672,447584.2947427967
1673,295050.6465227887
1674,246637.29125329078
1675,189409.30073284922
1676,191786.95919624434
1677,220933.49711873915
1678,440368.3533384026
1679,396499.7311263735
1680,340327.3015026251
1681,241477.9880319603
1682,304085.58010089013
1683,176205.5208094031
1684,172810.61151064673
1685,171112.18062934987
1686,168635.96307505813
1687,168843.09518725018
1688,189332.70327862556
1689,189535.21402215626
1690,189932.52287195093
1691,177369.81562400487
1692,253023.66037622173
1693,167912.50625887228
1694,181580.63866254367
1695,167172.04684682033
1696,273388.9471107499
1697,170989.73956887622
1698,377805.9963485275
1699,326205.3225861662
1700,243059.42145881391
1701,263590.24139059
1702,259645.71996607247
1703,260384.38415857888
1704,295352.7486956302
1705,223510.56233179415
1706,419168.6009889934
1707,214052.9138286805
1708,210132.17913504882
1709,274958.1951845096
1710,224095.84234260925
1711,258058.68335964595
1712,264423.41294329375
1713,277358.12104156293
1714,226855.8776089517
1715,203053.89620133486
1716,178948.13445022522
1717,171627.6553843562
1718,131845.90366014472
1719,198370.27574356296
1720,238773.10277484258
1721,160612.9752020702
1722,125787.84156142222
1723,161148.67653273256
1724,206881.93523688652
1725,236811.58289526857
1726,189189.58580934722
1727,160976.1148997594
1728,181403.2367889009
1729,165362.24551670786
1730,155743.868641333
1731,119169.19294056654
1732,128643.72922222866
1733,115263.96074131041
1734,124249.50630281444
1735,135721.14402364046
1736,117366.19063119314
1737,316336.55987579224
1738,223350.58733817172
1739,300289.0742583428
1740,228524.21747883683
1741,191485.26299192692
1742,170512.4947624019
1743,172529.9999069126
1744,287551.1100804393
1745,212670.86447758746
1746,186620.69776059577
1747,210702.6505678165
1748,222676.93014337413
1749,156780.4965678051
1750,135585.92325476298
1751,232856.23039129103
1752,122834.49783818226
1753,145484.78597031845
1754,197182.98243958832
1755,167840.8917891555
1756,128145.98427395246
1757,118870.90396052494
1758,145464.47683260986
1759,164829.82292656164
1760,166802.94615806386
1761,144685.12490120824
1762,179938.0670622336
1763,167298.82552931877
1764,117691.53496610973
1765,165610.38177147222
1766,176171.98335947224
1767,218559.92730524897
1768,143727.79903530993
1769,166435.73446037684
1770,147569.60663988336
1771,130367.47847918242
1772,137588.19249725738
1773,130646.78420679357
1774,138861.31073699475
1775,134626.70052751334
1776,120734.40769714882
1777,111601.11814486427
1778,135611.96106305165
1779,115002.3424303123
1780,175609.68272873448
1781,128456.19215925486
1782,91614.15993909395
1783,141975.06240387424
1784,96352.81588412262
1785,113418.75033527109
1786,132586.71416620907
1787,158194.81246511993
1788,62680.87841939781
1789,92089.78365463112
1790,79665.94110380932
1791,190057.2965869431
1792,154196.4945598996
1793,134035.5536503438
1794,144080.78699393896
1795,130974.37911493467
1796,117357.43673271092
1797,112570.59514419756
1798,124125.83642570238
1799,108182.33661042884
1800,128498.05551729933
1801,130682.0226148744
1802,127392.21843219681
1803,145410.25414199702
1804,142987.27707863215
1805,138274.65509927238
1806,115726.72247376337
1807,125827.7776493917
1808,115636.37673017394
1809,120947.58662710473
1810,142406.80121573628
1811,100021.6438388023
1812,97126.76619246636
1813,124264.49470605463
1814,88875.30635919224
1815,59906.53178538522
1816,95254.09012618946
1817,109260.47026642776
1818,145338.86796211312
1819,121677.27200566482
1820,62629.84379672714
1821,102700.6735062343
1822,142290.91714683277
1823,53227.501238385026
1824,134782.9313981883
1825,132441.90742450132
1826,103485.34668095206
1827,107126.00244966336
1828,140323.00651476154
1829,113809.9306199085
1830,138988.94122931187
1831,147916.07947548098
1832,98343.08674589661
1833,143286.19276861276
1834,121434.76097448857
1835,133804.68699762103
1836,123393.84651116295
1837,94707.56121683153
