Id,SalePrice
1461,122721.56
1462,156001.75
1463,194109.0
1464,195908.1
1465,188683.66
1466,173597.56
1467,176026.72
1468,163410.95
1469,180062.95
1470,125092.02
1471,198645.1
1472,93569.67
1473,98647.35
1474,152367.78
1475,112146.42
1476,369037.0
1477,246961.66
1478,282686.16
1479,267128.28
1480,481682.78
1481,331770.66
1482,204922.98
1483,173170.97
1484,164791.28
1485,178129.88
1486,197221.06
1487,336206.25
1488,237881.31
1489,198553.4
1490,230802.25
1491,192054.6
1492,92934.164
1493,176398.78
1494,292499.12
1495,276044.0
1496,237100.83
1497,185956.02
1498,166618.23
1499,160034.95
1500,155274.02
1501,172113.12
1502,146756.66
1503,300443.53
1504,239654.9
1505,223504.6
1506,195770.08
1507,249681.5
1508,205312.28
1509,158504.36
1510,145314.38
1511,143556.8
1512,185834.22
1513,136018.89
1514,152752.89
1515,191444.0
1516,150125.61
1517,154956.86
1518,138808.02
1519,222671.67
1520,137503.23
1521,134393.58
1522,167965.88
1523,112647.54
1524,123477.36
1525,119055.21
1526,119173.01
1527,106576.08
1528,127011.664
1529,146442.8
1530,168438.44
1531,114421.15
1532,106675.02
1533,148831.8
1534,117537.75
1535,150116.45
1536,107427.016
1537,69201.0
1538,158061.03
1539,192729.98
1540,101319.9
1541,135231.84
1542,137219.62
1543,208731.7
1544,84191.39
1545,106903.555
1546,129732.58
1547,139828.53
1548,129036.164
1549,109740.43
1550,141893.78
1551,115242.7
1552,135461.72
1553,143595.67
1554,112184.06
1555,170172.84
1556,88148.22
1557,105492.055
1558,85275.09
1559,83045.484
1560,140213.9
1561,135869.92
1562,129944.695
1563,119119.05
1564,159831.05
1565,142170.9
1566,222200.52
1567,74620.68
1568,219534.12
1569,152656.33
1570,137346.77
1571,120697.43
1572,149730.55
1573,243041.75
1574,114075.86
1575,212339.28
1576,241520.03
1577,194286.78
1578,136918.97
1579,150624.67
1580,201288.56
1581,151822.67
1582,129320.01
1583,335202.25
1584,231302.02
1585,141259.19
1586,72143.8
1587,93817.55
1588,146711.88
1589,96791.02
1590,132581.56
1591,98284.5
1592,120468.37
1593,123845.3
1594,133696.75
1595,108723.72
1596,225571.64
1597,179916.72
1598,205231.81
1599,179841.58
1600,175102.17
1601,69177.914
1602,116641.19
1603,81357.26
1604,270354.47
1605,237579.55
1606,168523.9
1607,167052.9
1608,215377.28
1609,187852.89
1610,157862.48
1611,138678.33
1612,177989.27
1613,168921.67
1614,129213.12
1615,88200.53
1616,74326.28
1617,90725.7
1618,123065.414
1619,137073.14
1620,170768.03
1621,132718.58
1622,147110.62
1623,261637.0
1624,213715.08
1625,119153.805
1626,164643.14
1627,191782.25
1628,265884.47
1629,178601.38
1630,350547.3
1631,212017.33
1632,233274.9
1633,169460.27
1634,191138.25
1635,174102.42
1636,154519.45
1637,194830.61
1638,191113.27
1639,183326.03
1640,260092.06
1641,176315.2
1642,229122.8
1643,223017.88
1644,234669.05
1645,209258.28
1646,159567.27
1647,156516.17
1648,133709.38
1649,139236.66
1650,117653.14
1651,120524.78
1652,97604.875
1653,99029.95
1654,150087.8
